Time	RPMs
 0.00020	3660.00000
 0.00040	3720.00000
 0.00060	3720.00000
 0.00080	3660.00000
 0.00100	3660.00000
 0.00120	3660.00000
 0.00140	3600.00000
 0.00160	3600.00000
 0.00180	3600.00000
 0.00200	3660.00000
 0.00220	3660.00000
 0.00240	3660.00000
 0.00260	3660.00000
 0.00280	3660.00000
 0.00300	3600.00000
 0.00320	3600.00000
 0.00340	3600.00000
 0.00360	3660.00000
 0.00380	3660.00000
 0.00400	3660.00000
 0.00420	3660.00000
 0.00440	3660.00000
 0.00460	3600.00000
 0.00480	3600.00000
 0.00500	3660.00000
 0.00520	3660.00000
 0.00540	3660.00000
 0.00560	3660.00000
 0.00580	3660.00000
 0.00600	3660.00000
 0.00620	3600.00000
 0.00640	3600.00000
 0.00660	3600.00000
 0.00680	3660.00000
 0.00700	3660.00000
 0.00720	3660.00000
 0.00740	3660.00000
 0.00760	3660.00000
 0.00780	3600.00000
 0.00800	3600.00000
 0.00820	3600.00000
 0.00840	3600.00000
 0.00860	3660.00000
 0.00880	3660.00000
 0.00900	3660.00000
 0.00920	3660.00000
 0.00940	3660.00000
 0.00960	3600.00000
 0.00980	3600.00000
 0.01000	3660.00000
 0.01020	3660.00000
 0.01040	3660.00000
 0.01060	3660.00000
 0.01080	3660.00000
 0.01100	3660.00000
 0.01120	3660.00000
 0.01140	3600.00000
 0.01160	3660.00000
 0.01180	3660.00000
 0.01200	3660.00000
 0.01220	3660.00000
 0.01240	3660.00000
 0.01260	3660.00000
 0.01280	3600.00000
 0.01300	3600.00000
 0.01320	3660.00000
 0.01340	3660.00000
 0.01360	3660.00000
 0.01380	3660.00000
 0.01400	3660.00000
 0.01420	3660.00000
 0.01440	3600.00000
 0.01460	3600.00000
 0.01480	3600.00000
 0.01500	3600.00000
 0.01520	3660.00000
 0.01540	3660.00000
 0.01560	3660.00000
 0.01580	3660.00000
 0.01600	3660.00000
 0.01620	3600.00000
 0.01640	3600.00000
 0.01660	3600.00000
 0.01680	3660.00000
 0.01700	3660.00000
 0.01720	3660.00000
 0.01740	3660.00000
 0.01760	3660.00000
 0.01780	3600.00000
 0.01800	3600.00000
 0.01820	3660.00000
 0.01840	3660.00000
 0.01860	3660.00000
 0.01880	3660.00000
 0.01900	3660.00000
 0.01920	3660.00000
 0.01940	3660.00000
 0.01960	3600.00000
 0.01980	3600.00000
 0.02000	3660.00000
 0.02020	3660.00000
 0.02040	3660.00000
 0.02060	3660.00000
 0.02080	3660.00000
 0.02100	3660.00000
 0.02120	3600.00000
 0.02140	3600.00000
 0.02160	3660.00000
 0.02180	3660.00000
 0.02200	3660.00000
 0.02220	3660.00000
 0.02240	3660.00000
 0.02260	3600.00000
 0.02280	3600.00000
