Time	RPMs
 0.00020	673.32660
 0.00040	673.32660
 0.00060	673.32660
 0.00080	679.99320
 0.00100	679.99320
 0.00120	679.99320
 0.00140	679.99320
 0.00160	679.99320
 0.00180	679.99320
 0.00200	679.99320
 0.00220	686.65980
 0.00240	679.99320
 0.00260	679.99320
 0.00280	679.99320
 0.00300	679.99320
 0.00320	679.99320
 0.00340	679.99320
 0.00360	686.65980
 0.00380	686.65980
 0.00400	679.99320
 0.00420	679.99320
 0.00440	679.99320
 0.00460	679.99320
 0.00480	679.99320
 0.00500	679.99320
 0.00520	679.99320
 0.00540	686.65980
 0.00560	686.65980
 0.00580	679.99320
 0.00600	679.99320
 0.00620	679.99320
 0.00640	679.99320
 0.00660	679.99320
 0.00680	679.99320
 0.00700	686.65980
 0.00720	679.99320
 0.00740	679.99320
 0.00760	679.99320
 0.00780	679.99320
 0.00800	679.99320
 0.00820	679.99320
 0.00840	686.65980
 0.00860	679.99320
 0.00880	679.99320
 0.00900	679.99320
 0.00920	679.99320
 0.00940	679.99320
 0.00960	679.99320
 0.00980	679.99320
 0.01000	686.65980
 0.01020	686.65980
 0.01040	679.99320
 0.01060	679.99320
 0.01080	679.99320
 0.01100	679.99320
 0.01120	679.99320
 0.01140	686.65980
 0.01160	686.65980
 0.01180	686.65980
 0.01200	679.99320
 0.01220	679.99320
 0.01240	679.99320
 0.01260	679.99320
 0.01280	679.99320
 0.01300	686.65980
 0.01320	686.65980
 0.01340	679.99320
 0.01360	679.99320
 0.01380	679.99320
 0.01400	679.99320
 0.01420	679.99320
 0.01440	679.99320
 0.01460	679.99320
 0.01480	686.65980
 0.01500	686.65980
 0.01520	679.99320
 0.01540	679.99320
 0.01560	679.99320
 0.01580	679.99320
 0.01600	679.99320
 0.01620	679.99320
 0.01640	679.99320
 0.01660	679.99320
 0.01680	679.99320
 0.01700	679.99320
 0.01720	679.99320
 0.01740	679.99320
 0.01760	679.99320
 0.01780	686.65980
 0.01800	679.99320
 0.01820	679.99320
 0.01840	679.99320
 0.01860	679.99320
 0.01880	679.99320
 0.01900	679.99320
 0.01920	679.99320
 0.01940	686.65980
 0.01960	686.65980
 0.01980	679.99320
 0.02000	679.99320
 0.02020	679.99320
 0.02040	679.99320
 0.02060	679.99320
 0.02080	679.99320
 0.02100	686.65980
 0.02120	686.65980
 0.02140	679.99320
 0.02160	679.99320
 0.02180	679.99320
 0.02200	679.99320
 0.02220	679.99320
 0.02240	686.65980
 0.02260	686.65980
 0.02280	679.99320
 0.02300	679.99320
 0.02320	679.99320
 0.02340	679.99320
 0.02360	679.99320
 0.02380	679.99320
 0.02400	686.65980
 0.02420	686.65980
 0.02440	679.99320
 0.02460	679.99320
 0.02480	679.99320
 0.02500	679.99320
 0.02520	679.99320
 0.02540	679.99320
 0.02560	679.99320
 0.02580	686.65980
 0.02600	679.99320
 0.02620	679.99320
 0.02640	679.99320
 0.02660	679.99320
 0.02680	679.99320
 0.02700	679.99320
 0.02720	686.65980
 0.02740	679.99320
 0.02760	679.99320
 0.02780	679.99320
 0.02800	679.99320
 0.02820	679.99320
 0.02840	679.99320
 0.02860	686.65980
 0.02880	686.65980
 0.02900	686.65980
 0.02920	679.99320
 0.02940	679.99320
 0.02960	679.99320
 0.02980	679.99320
 0.03000	679.99320
 0.03020	679.99320
 0.03040	686.65980
 0.03060	686.65980
 0.03080	679.99320
 0.03100	679.99320
 0.03120	679.99320
 0.03140	679.99320
 0.03160	679.99320
 0.03180	679.99320
 0.03200	686.65980
 0.03220	679.99320
 0.03240	679.99320
 0.03260	679.99320
 0.03280	679.99320
 0.03300	679.99320
 0.03320	679.99320
 0.03340	686.65980
 0.03360	686.65980
 0.03380	679.99320
 0.03400	679.99320
 0.03420	679.99320
 0.03440	679.99320
 0.03460	679.99320
 0.03480	679.99320
 0.03500	686.65980
 0.03520	686.65980
 0.03540	679.99320
 0.03560	679.99320
 0.03580	679.99320
 0.03600	679.99320
 0.03620	679.99320
 0.03640	679.99320
 0.03660	686.65980
 0.03680	686.65980
 0.03700	679.99320
 0.03720	679.99320
 0.03740	679.99320
 0.03760	679.99320
 0.03780	679.99320
 0.03800	686.65980
 0.03820	686.65980
 0.03840	686.65980
 0.03860	679.99320
 0.03880	679.99320
 0.03900	679.99320
 0.03920	679.99320
 0.03940	679.99320
 0.03960	679.99320
 0.03980	686.65980
 0.04000	679.99320
 0.04020	679.99320
 0.04040	679.99320
 0.04060	679.99320
 0.04080	679.99320
 0.04100	679.99320
 0.04120	679.99320
 0.04140	686.65980
 0.04160	686.65980
 0.04180	679.99320
 0.04200	679.99320
 0.04220	679.99320
 0.04240	679.99320
 0.04260	679.99320
 0.04280	686.65980
 0.04300	686.65980
 0.04320	679.99320
 0.04340	679.99320
 0.04360	679.99320
 0.04380	679.99320
 0.04400	679.99320
 0.04420	679.99320
 0.04440	679.99320
 0.04460	686.65980
 0.04480	679.99320
 0.04500	679.99320
 0.04520	679.99320
 0.04540	679.99320
 0.04560	679.99320
 0.04580	679.99320
 0.04600	686.65980
 0.04620	679.99320
 0.04640	679.99320
 0.04660	679.99320
 0.04680	679.99320
 0.04700	679.99320
 0.04720	679.99320
 0.04740	686.65980
 0.04760	686.65980
 0.04780	679.99320
 0.04800	679.99320
 0.04820	679.99320
 0.04840	679.99320
 0.04860	679.99320
 0.04880	679.99320
 0.04900	679.99320
 0.04920	686.65980
 0.04940	686.65980
 0.04960	679.99320
 0.04980	679.99320
 0.05000	679.99320
 0.05020	679.99320
 0.05040	679.99320
 0.05060	679.99320
 0.05080	686.65980
 0.05100	686.65980
 0.05120	679.99320
 0.05140	679.99320
 0.05160	679.99320
 0.05180	679.99320
 0.05200	679.99320
 0.05220	686.65980
 0.05240	679.99320
 0.05260	679.99320
 0.05280	679.99320
 0.05300	679.99320
 0.05320	679.99320
 0.05340	679.99320
 0.05360	679.99320
